Suburb,Postcode,State,"Property
Type","Region
(SA4)",Investor Score (Out Of 100),Growth Gap Index,10 Year Growth,Yield Score,Buy Affordability Score,Rent Affordability Score,Latitude,Longitude
West Beach (WA),6450,Western Australia,House,Western Australia - Outback (South),73,90,38,89,100,100,-33.8778403459983,121.833664142346
West Busselton,6280,Western Australia,Unit,Bunbury,74,68,100,100,98,10,-33.6579542893379,115.322003611033
West Busselton,6280,Western Australia,House,Bunbury,73,90,100,88,74,10,-33.6579542893379,115.322003611033
West Coolup,6214,Western Australia,House,Mandurah,80,90,100,88,100,59,-32.7580172037435,115.780100069237
West End (WA),6530,Western Australia,House,Western Australia - Outback (South),55,90,21,100,89,10,-28.7780924873393,114.586254331755
West Lamington,6430,Western Australia,House,Western Australia - Outback (South),48,90,1,100,100,79,-30.7474598645418,121.449314551804
West Lamington,6430,Western Australia,Unit,Western Australia - Outback (South),44,68,1,100,100,100,-30.7474598645418,121.449314551804
West Leederville,6007,Western Australia,House,Perth - Inner,67,90,96,33,61,69,-31.9352752824938,115.83162636254
West Leederville,6007,Western Australia,Unit,Perth - Inner,66,68,96,100,100,100,-31.9352752824938,115.83162636254
West Perth,6005,Western Australia,House,Perth - Inner,73,90,96,36,70,78,-31.9467098566281,115.844327929357
West Perth,6005,Western Australia,Unit,Perth - Inner,62,68,96,100,100,37,-31.9467098566281,115.844327929357
West Pinjarra,6208,Western Australia,House,Mandurah,75,90,100,88,100,100,-32.6605323776607,115.808426621928
West Swan,6055,Western Australia,House,Perth - North East,75,90,100,100,96,13,-31.8454918049706,115.99049995898
West Toodyay,6566,Western Australia,House,Western Australia - Wheat Belt,69,90,55,77,98,38,-31.5374330158495,116.401574282344
Westminster,6061,Western Australia,House,Perth - North West,61,90,81,100,98,10,-31.8664678309224,115.841960616184
Westminster,6061,Western Australia,Unit,Perth - North West,58,68,81,100,100,10,-31.8664678309224,115.841960616184
Westonia,6423,Western Australia,House,Western Australia - Wheat Belt,69,90,55,100,100,100,-31.2552221105563,118.68930732322
Whitby,6123,Western Australia,House,Perth - South East,55,90,78,96,100,71,-32.2700633132873,116.012451139848
White Gum Valley,6162,Western Australia,Unit,Perth - South West,78,68,96,92,100,34,-32.0606711029093,115.770605208354
White Gum Valley,6162,Western Australia,House,Perth - South West,64,90,96,53,68,10,-32.0606711029093,115.770605208354
White Peak,6532,Western Australia,House,Western Australia - Outback (South),53,90,21,100,100,100,-28.6239678661823,114.644026343371
Wickepin,6370,Western Australia,House,Western Australia - Wheat Belt,75,90,1,100,100,100,-32.8076075138551,117.537846380795
Wickham (WA),6720,Western Australia,House,Western Australia - Outback (North),63,90,1,100,100,71,-20.6749057382948,117.144893642001
Wickham (WA),6720,Western Australia,Unit,Western Australia - Outback (North),61,68,1,100,100,100,-20.6749057382948,117.144893642001
Willagee,6156,Western Australia,Unit,Perth - South West,74,68,78,100,100,40,-32.0512837537986,115.804764382132
Willagee,6156,Western Australia,House,Perth - South West,62,90,78,75,83,10,-32.0512837537986,115.804764382132
Willetton,6155,Western Australia,Unit,Perth - South East,75,68,58,78,100,71,-32.0538614183232,115.888631616213
Willetton,6155,Western Australia,House,Perth - South East,65,90,58,52,84,43,-32.0538614183232,115.888631616213
William Bay,6333,Western Australia,House,Western Australia - Wheat Belt,61,90,69,74,82,10,-35.0001348905825,117.196023728357
Williams,6391,Western Australia,House,Western Australia - Wheat Belt,77,90,1,100,100,100,-33.0521760997335,116.786535291103
Williamstown (WA),6430,Western Australia,House,Western Australia - Outback (South),49,90,1,100,100,10,-30.7370641123039,121.483284428374
Willyung,6330,Western Australia,House,Western Australia - Wheat Belt,72,90,69,100,100,100,-34.9437860372149,117.858801340484
Wilson,6107,Western Australia,Unit,Perth - South East,68,68,58,100,100,27,-32.0224734623036,115.909060588649
Wilson,6107,Western Australia,House,Perth - South East,64,90,58,84,92,10,-32.0224734623036,115.909060588649
Wiluna,6646,Western Australia,House,Western Australia - Outback (South),46,90,21,100,100,10,-26.3286453850852,120.7248373933
Wilyabrup,6280,Western Australia,House,Bunbury,66,90,100,46,74,28,-33.771455741273,115.039656902149
Winnejup,6255,Western Australia,House,Bunbury,86,90,69,100,100,100,-33.9648845620956,116.298613150576
Winthrop,6150,Western Australia,House,Perth - South West,65,90,78,48,75,25,-32.0526505388924,115.829513022829
Witchcliffe,6286,Western Australia,House,Bunbury,80,90,100,65,96,86,-34.0101142813043,115.115683991385
Withers,6230,Western Australia,Unit,Bunbury,67,68,84,100,100,24,-33.3665916501615,115.63020335427
Withers,6230,Western Australia,House,Bunbury,59,90,84,100,93,10,-33.3665916501615,115.63020335427
Wokalup,6221,Western Australia,House,Bunbury,85,90,84,100,100,100,-33.1287685334877,115.843048422383
Wongan Hills,6603,Western Australia,House,Western Australia - Wheat Belt,72,90,55,100,100,100,-30.8330480552298,116.691175416237
Wonnerup,6280,Western Australia,House,Bunbury,68,90,100,90,88,10,-33.6138042100522,115.435414729029
Wonthella,6530,Western Australia,House,Western Australia - Outback (South),49,90,21,100,100,10,-28.7689406552977,114.629389955793
Wonthella,6530,Western Australia,Unit,Western Australia - Outback (South),48,68,21,100,100,75,-28.7689406552977,114.629389955793
Woodanilling,6316,Western Australia,House,Western Australia - Wheat Belt,82,90,69,100,100,69,-33.5712178791714,117.46596113102
Woodbridge (WA),6056,Western Australia,House,Perth - North East,62,90,100,67,94,40,-31.8910227171944,115.991209592638
Woodbridge (WA),6056,Western Australia,Unit,Perth - North East,61,68,100,100,100,62,-31.8910227171944,115.991209592638
Woodlands (WA),6018,Western Australia,House,Perth - North West,68,90,81,46,66,10,-31.9075787907656,115.794099426494
Woodlands (WA),6018,Western Australia,Unit,Perth - North West,62,68,81,68,100,64,-31.9075787907656,115.794099426494
Woodridge (WA),6041,Western Australia,House,Western Australia - Wheat Belt,71,90,55,99,100,28,-31.3341532090716,115.595308932783
Woodvale (WA),6026,Western Australia,House,Perth - North West,66,90,64,70,99,58,-31.7884688867781,115.796683927954
Woodvale (WA),6026,Western Australia,Unit,Perth - North West,59,68,64,78,100,88,-31.7884688867781,115.796683927954
Woogenellup,6324,Western Australia,House,Western Australia - Wheat Belt,67,90,69,92,100,100,-34.5507068072853,117.899130453442
Wooroloo,6558,Western Australia,House,Perth - North East,60,90,70,100,100,44,-31.8086870233275,116.314511217151
Woorree,6530,Western Australia,House,Western Australia - Outback (South),53,90,21,93,100,100,-28.7663269231921,114.658888983935
Wundowie,6560,Western Australia,House,Western Australia - Wheat Belt,71,90,55,100,100,66,-31.7564658400456,116.377746975868
Wungong,6112,Western Australia,House,Perth - South East,68,90,100,100,100,58,-32.1841069557492,116.013485603984
Wyalkatchem,6485,Western Australia,House,Western Australia - Wheat Belt,78,90,55,100,100,29,-31.2709208565299,117.373812522663
Wyndham (WA),6740,Western Australia,House,Western Australia - Outback (North),67,90,31,100,100,10,-15.5852085175293,128.253672130431
Yabberup,6239,Western Australia,House,Bunbury,66,90,69,100,100,74,-33.5198646060229,116.022706308269
Yakamia,6330,Western Australia,Unit,Western Australia - Wheat Belt,79,68,69,100,100,31,-35.0022257150824,117.881258331813
Yakamia,6330,Western Australia,House,Western Australia - Wheat Belt,56,90,69,77,93,16,-35.0022257150824,117.881258331813
Yallingup,6282,Western Australia,House,Bunbury,73,90,100,54,64,14,-33.6796364380582,115.037148932826
Yallingup Siding,6282,Western Australia,House,Bunbury,62,90,100,46,84,58,-33.6961639271202,115.100506345497
Yalyalup,6280,Western Australia,House,Bunbury,65,90,100,100,100,10,-33.6706265409764,115.408718604506
Yanchep,6035,Western Australia,House,Perth - North West,60,90,100,94,100,31,-31.5362528623652,115.734020476294
Yanchep,6035,Western Australia,Unit,Perth - North West,60,68,100,10,100,100,-31.5362528623652,115.734020476294
Yangebup,6164,Western Australia,Unit,Perth - South West,69,68,72,85,100,78,-32.1178698956794,115.824178181955
Yangebup,6164,Western Australia,House,Perth - South West,66,90,72,82,100,46,-32.1178698956794,115.824178181955
Yanmah,6258,Western Australia,House,Bunbury,65,90,69,89,100,71,-34.1813735610258,116.006627459244
Yarloop,6218,Western Australia,House,Bunbury,79,90,84,100,91,10,-32.9579224159989,115.852663559276
Yokine,6060,Western Australia,House,Perth - North West,63,90,81,56,78,12,-31.9008459596623,115.853455792715
Yokine,6060,Western Australia,Unit,Perth - North West,61,68,81,100,100,40,-31.9008459596623,115.853455792715
York,6302,Western Australia,House,Western Australia - Wheat Belt,70,90,55,100,100,52,-31.8709868758537,116.771984182362
York,6302,Western Australia,Unit,Western Australia - Wheat Belt,53,68,55,10,100,100,-31.8709868758537,116.771984182362
Youngs Siding,6330,Western Australia,House,Western Australia - Wheat Belt,58,90,69,53,70,10,-34.9887366590395,117.528495390836
Abels Bay,7112,Tasmania,House,South East,62,90,100,69,51,10,-43.2295002534779,147.107946122485
Aberdeen (Tas.),7310,Tasmania,House,West and North West,78,90,100,71,100,100,-41.2427915939558,146.323790486747
Acacia Hills (Tas.),7306,Tasmania,House,West and North West,70,90,100,83,100,100,-41.2820170052927,146.335978601401
Acton (Tas.),7320,Tasmania,Unit,West and North West,71,68,100,100,100,81,-41.0725351984609,145.89092586754
Acton (Tas.),7320,Tasmania,House,West and North West,66,90,100,100,100,43,-41.0725351984609,145.89092586754
Acton Park (Tas.),7170,Tasmania,House,Hobart,79,100,100,72,100,87,-42.8695711469365,147.474458949799
Adventure Bay,7150,Tasmania,House,South East,69,90,100,59,69,17,-43.3477043100643,147.312917330518
Akaroa,7216,Tasmania,House,Launceston and North East,60,90,100,83,90,30,-41.2940240623179,148.332424722798
Allens Rivulet,7150,Tasmania,House,Hobart,76,100,100,68,100,100,-43.0164911139733,147.199994416415
Alonnah,7150,Tasmania,House,South East,76,90,100,59,40,10,-43.3100539308557,147.261946246559
Ambleside,7310,Tasmania,House,West and North West,74,90,100,100,100,99,-41.2024065104524,146.368746935401
Austins Ferry,7011,Tasmania,House,Hobart,71,90,100,96,100,75,-42.7748024300372,147.24820244302
Avoca (Tas.),7213,Tasmania,House,Launceston and North East,85,90,100,99,90,10,-41.7941227057792,147.711596568741
Bagdad,7030,Tasmania,House,South East,78,90,100,91,100,92,-42.6072086791924,147.225825571585
Barrington (Tas.),7306,Tasmania,House,West and North West,84,90,100,83,100,100,-41.3348043725533,146.275528051007
Battery Point,7004,Tasmania,House,Hobart,75,100,100,45,84,92,-42.8901267806259,147.33298073951
Battery Point,7004,Tasmania,Unit,Hobart,72,75,100,61,100,87,-42.8901267806259,147.33298073951
Beaconsfield (Tas.),7270,Tasmania,House,Launceston and North East,75,90,100,88,93,33,-41.2113998358192,146.757715429284
Beaumaris (Tas.),7215,Tasmania,House,Launceston and North East,78,90,100,83,92,39,-41.4164404396375,148.260189186411
Beauty Point,7270,Tasmania,House,Launceston and North East,69,90,100,87,90,10,-41.1592243376714,146.798823230949
Beechford,7252,Tasmania,House,Launceston and North East,79,90,100,92,100,53,-41.0419193396648,146.938084015263
Bellerive,7018,Tasmania,Unit,Hobart,75,75,100,81,100,59,-42.8729674704055,147.378787855369
Bellerive,7018,Tasmania,House,Hobart,71,100,100,59,80,49,-42.8729674704055,147.378787855369
Berriedale,7011,Tasmania,Unit,Hobart,76,68,100,100,100,60,-42.811413322231,147.225308574338
Berriedale,7011,Tasmania,House,Hobart,74,90,100,95,100,49,-42.811413322231,147.225308574338
Bicheno,7215,Tasmania,House,South East,80,90,100,50,74,53,-41.8946629217426,148.260104829218
Binalong Bay,7216,Tasmania,House,Launceston and North East,81,90,100,83,91,35,-41.2534364360019,148.268985304885
Birchs Bay,7162,Tasmania,House,South East,62,90,100,59,80,12,-43.1857407327267,147.224488982954
Birralee,7303,Tasmania,House,Launceston and North East,66,90,100,82,81,10,-41.4031165825327,146.81228785335
Bishopsbourne,7301,Tasmania,House,Launceston and North East,67,90,100,88,100,44,-41.6144664639274,146.987546264926
Black Hills,7140,Tasmania,House,South East,82,90,100,84,100,100,-42.7056011616459,147.024220857688
Blackmans Bay,7052,Tasmania,Unit,Hobart,76,75,100,84,100,86,-43.0074961322459,147.317199847526
Blackmans Bay,7052,Tasmania,House,Hobart,75,100,100,59,93,87,-43.0074961322459,147.317199847526
Blackstone Heights,7250,Tasmania,House,Launceston and North East,71,90,100,70,100,100,-41.4628988069346,147.083257152722
Blackwall (Tas.),7275,Tasmania,House,Launceston and North East,66,90,100,74,90,10,-41.3015771885426,146.966654263371
Blackwood Creek,7301,Tasmania,House,Launceston and North East,73,90,100,99,100,91,-41.7506945745126,146.909286523184
Boat Harbour (Tas.),7321,Tasmania,House,West and North West,73,90,13,94,100,100,-40.9448689386385,145.635202567549
Boat Harbour Beach,7321,Tasmania,House,West and North West,77,90,13,94,100,100,-40.9286216726194,145.615075847178
Bonnet Hill,7053,Tasmania,House,Hobart,76,100,100,63,100,100,-42.9682269435836,147.331667402448
Boomer Bay,7177,Tasmania,House,Hobart,66,90,100,87,94,38,-42.8569081342796,147.8324523706
Bothwell,7030,Tasmania,House,South East,90,90,100,100,100,100,-42.3271331169923,147.018649192417
Bracknell,7302,Tasmania,House,Launceston and North East,71,90,100,82,100,68,-41.6601408576121,146.927543407034
Branxholm,7261,Tasmania,House,Launceston and North East,71,90,100,87,88,15,-41.1767889617675,147.772114540169
Bream Creek,7175,Tasmania,House,Hobart,85,90,100,87,95,44,-42.7756402092397,147.852433657178
Bridgenorth,7277,Tasmania,House,Launceston and North East,79,90,100,74,100,100,-41.3797033186813,146.962184224697
Bridgewater (Tas.),7030,Tasmania,Unit,Hobart,76,68,100,100,100,10,-42.7286816144324,147.232922907648
Bridgewater (Tas.),7030,Tasmania,House,Hobart,75,90,100,100,99,14,-42.7286816144324,147.232922907648
Bridport,7262,Tasmania,House,Launceston and North East,73,90,100,59,83,58,-41.0276020302368,147.416733824256
Brighton (Tas.),7030,Tasmania,House,Hobart,77,90,100,91,100,84,-42.6971021804203,147.238320779593
Brighton (Tas.),7030,Tasmania,Unit,Hobart,66,68,100,97,100,77,-42.6971021804203,147.238320779593
Broadmarsh,7030,Tasmania,House,South East,71,90,100,91,100,89,-42.6523265812412,147.120894111862
Brooklyn (Tas.),7320,Tasmania,House,West and North West,65,90,100,92,99,14,-41.0714723708422,145.907872323082
Buckland (Tas.),7190,Tasmania,House,South East,83,90,100,61,82,49,-42.5272419841463,147.75352913064
Burnie,7320,Tasmania,Unit,West and North West,79,68,100,84,100,86,-41.0540927110949,145.9048184616
Burnie,7320,Tasmania,House,West and North West,73,90,100,90,100,69,-41.0540927110949,145.9048184616
Bushy Park (Tas.),7140,Tasmania,House,South East,72,90,100,84,100,93,-42.7217791876709,146.870843135146
Calder,7325,Tasmania,House,West and North West,69,90,13,94,100,100,-41.0669684767983,145.631507926343
Cambridge (Tas.),7170,Tasmania,House,Hobart,83,100,100,62,100,100,-42.824423499688,147.431754699257
Campania,7026,Tasmania,House,South East,87,90,100,91,100,89,-42.6175824937703,147.432234568846
Campbell Town,7210,Tasmania,House,Launceston and North East,81,90,100,99,89,10,-41.9227455432655,147.462446463843
Campbell Town,7210,Tasmania,Unit,Launceston and North East,64,68,100,10,100,95,-41.9227455432655,147.462446463843
Carlton (Tas.),7173,Tasmania,House,Hobart,73,90,100,91,100,72,-42.8619448863319,147.655232382444
Carlton River,7173,Tasmania,House,Hobart,82,90,100,87,100,64,-42.866816057297,147.714807886028
Carrick (Tas.),7291,Tasmania,House,Launceston and North East,70,90,100,80,100,100,-41.5415808391793,147.028921891436
Castle Forbes Bay,7116,Tasmania,House,South East,78,90,100,90,100,67,-43.1083544182816,146.930578013721
